t,d0_x,d0_y,d0_z,d0_poserr,d0_solve_ms,d1_x,d1_y,d1_z,d1_poserr,d1_solve_ms,leader_x,leader_y,leader_z,formation_max_err,min_spacing
6.6500,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
6.7000,0.0000,0.0000,-10.0000,0.0000,0.0455,-3.0000,0.0000,-10.0000,0.0000,0.0448,0.0000,0.0000,-5.0000,0.0000,3.0000
6.7500,0.0000,0.0000,-10.0000,0.0000,0.0449,-3.0000,0.0000,-10.0000,0.0000,0.0452,0.0000,0.0000,-5.0000,0.0000,3.0000
6.8000,0.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
6.8500,0.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
6.9000,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0449,0.0000,0.0000,-5.0000,0.0000,3.0000
6.9500,0.0000,0.0000,-10.0000,0.0000,0.0448,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
7.0000,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
7.0500,0.0000,0.0000,-10.0000,0.0000,0.0448,-3.0000,0.0000,-10.0000,0.0000,0.0446,0.0000,0.0000,-5.0000,0.0000,3.0000
7.1000,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
7.1500,0.0000,0.0000,-10.0000,0.0000,0.0451,-3.0000,0.0000,-10.0000,0.0000,0.0457,0.0000,0.0000,-5.0000,0.0000,3.0000
7.2000,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
7.2500,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
7.3000,0.0000,0.0000,-10.0000,0.0000,0.0433,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
7.3500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
7.4000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.4500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0454,0.0000,0.0000,-5.0000,0.0000,3.0000
7.5000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
7.5500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
7.6000,0.0000,0.0000,-10.0000,0.0000,0.0430,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
7.6500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
7.7000,0.0000,0.0000,-10.0000,0.0000,0.0437,-3.0000,0.0000,-10.0000,0.0000,0.0446,0.0000,0.0000,-5.0000,0.0000,3.0000
7.7500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
7.8000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
7.8500,0.0000,0.0000,-10.0000,0.0000,0.0452,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
7.9000,0.0000,0.0000,-10.0000,0.0000,0.0454,-3.0000,0.0000,-10.0000,0.0000,0.0462,0.0000,0.0000,-5.0000,0.0000,3.0000
7.9500,0.0000,0.0000,-10.0000,0.0000,0.0451,-3.0000,0.0000,-10.0000,0.0000,0.0427,0.0000,0.0000,-5.0000,0.0000,3.0000
8.0000,0.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
8.0500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0430,0.0000,0.0000,-5.0000,0.0000,3.0000
8.1000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0454,0.0000,0.0000,-5.0000,0.0000,3.0000
8.1500,0.0000,0.0000,-10.0000,0.0000,0.0453,-3.0000,0.0000,-10.0000,0.0000,0.0446,0.0000,0.0000,-5.0000,0.0000,3.0000
8.2000,0.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
8.2500,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
8.3000,0.0000,0.0000,-10.0000,0.0000,0.0448,-3.0000,0.0000,-10.0000,0.0000,0.0427,0.0000,0.0000,-5.0000,0.0000,3.0000
8.3500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
8.4000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
8.4500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
8.5000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0453,0.0000,0.0000,-5.0000,0.0000,3.0000
8.5500,0.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
8.6000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
8.6500,0.0000,0.0000,-10.0000,0.0000,0.0416,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
8.7000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
8.7500,0.0000,0.0000,-10.0000,0.0000,0.0457,-3.0000,0.0000,-10.0000,0.0000,0.0433,0.0000,0.0000,-5.0000,0.0000,3.0000
8.8000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
8.8500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
8.9000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
8.9500,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0454,0.0000,0.0000,-5.0000,0.0000,3.0000
9.0000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
9.0500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
9.1000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
9.1500,0.0000,0.0000,-10.0000,0.0000,0.0435,-3.0000,0.0000,-10.0000,0.0000,0.0447,0.0000,0.0000,-5.0000,0.0000,3.0000
9.2000,0.0000,0.0000,-10.0000,0.0000,0.0455,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
9.2500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
9.3000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
9.3500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
9.4000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
9.4500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
9.5000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
9.5500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0453,0.0000,0.0000,-5.0000,0.0000,3.0000
9.6000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
9.6500,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
9.7000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
9.7500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
9.8000,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
9.8500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
9.9000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0431,0.0000,0.0000,-5.0000,0.0000,3.0000
9.9500,0.0000,0.0000,-10.0000,0.0000,0.0441,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
10.0000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
10.0500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
10.1000,0.0000,0.0000,-10.0000,0.0000,0.0428,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
10.1500,0.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0446,0.0000,0.0000,-5.0000,0.0000,3.0000
10.2000,0.0000,0.0000,-10.0000,0.0000,0.0462,-3.0000,0.0000,-10.0000,0.0000,0.0430,0.0000,0.0000,-5.0000,0.0000,3.0000
10.2500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
10.3000,0.0000,0.0000,-10.0000,0.0000,0.0416,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
10.3500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
10.4000,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0452,0.0000,0.0000,-5.0000,0.0000,3.0000
10.4500,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
10.5000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
10.5500,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
10.6000,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
10.6500,0.0000,0.0000,-10.0000,0.0000,0.0451,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
10.7000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
10.7500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
10.8000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
10.8500,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
10.9000,0.0000,0.0000,-10.0000,0.0000,0.0435,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
10.9500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
11.0000,0.0000,0.0000,-10.0000,0.0000,0.0433,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
11.0500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
11.1000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0414,0.0000,0.0000,-5.0000,0.0000,3.0000
11.1500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
11.2000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
11.2500,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0456,0.0000,0.0000,-5.0000,0.0000,3.0000
11.3000,0.0000,0.0000,-10.0000,0.0000,0.0449,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
11.3500,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
11.4000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
11.4500,0.0000,0.0000,-10.0000,0.0000,0.0433,-3.0000,0.0000,-10.0000,0.0000,0.0453,0.0000,0.0000,-5.0000,0.0000,3.0000
11.5000,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
11.5500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0432,0.0000,0.0000,-5.0000,0.0000,3.0000
11.6000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
11.6500,0.0000,0.0000,-10.0000,0.0000,0.0431,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
11.7000,0.0000,0.0000,-10.0000,0.0000,0.0428,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
11.7500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
11.8000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
11.8500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
11.9000,0.0000,0.0000,-10.0000,0.0000,0.0442,-3.0000,0.0000,-10.0000,0.0000,0.0454,0.0000,0.0000,-5.0000,0.0000,3.0000
11.9500,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
12.0000,0.0000,0.0000,-10.0000,0.0000,0.0446,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
12.0500,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
12.1000,0.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
12.1500,0.0000,0.0000,-10.0000,0.0000,0.0454,-3.0000,0.0000,-10.0000,0.0000,0.0448,0.0000,0.0000,-5.0000,0.0000,3.0000
12.2000,0.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
12.2500,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
12.3000,0.0000,0.0000,-10.0000,0.0000,0.0446,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
12.3500,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0450,0.0000,0.0000,-5.0000,0.0000,3.0000
12.4000,0.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
12.4500,0.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
12.5000,0.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
12.5500,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
12.6000,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0443,0.0000,0.0000,-5.0000,0.0000,3.0000
12.6500,0.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
12.7000,0.0000,0.0000,-10.0000,0.0000,0.0449,-3.0000,0.0000,-10.0000,0.0000,0.0433,0.0000,0.0000,-5.0000,0.0000,3.0000
12.7500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
12.8000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
12.8500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
12.9000,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
12.9500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
13.0000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
13.0500,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
13.1000,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
13.1500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
13.2000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
13.2500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0431,0.0000,0.0000,-5.0000,0.0000,3.0000
